date,channel,campaign,country,bid,daily_budget,impressions,clicks,conversions,spend_usd
2025-02-15,Baidu,Vacation,KR,1.486,201.36,1885,66,4,98.65
2025-01-20,Naver,Hotel,KR,0.963,359.03,8132,163,3,194.38
2025-01-14,Twitter,Vacation,SG,0.636,132.3,7809,163,4,77.79
2025-02-01,Twitter,Flight,TH,1.616,107.9,6805,233,1,107.9
2025-02-08,Baidu,Vacation,SG,0.28,374.21,5853,115,5,26.21
2025-02-19,Baidu,Vacation,TW,1.346,110.49,444,15,0,16.96
2025-01-31,Naver,Hotel,KR,1.672,181.39,2860,83,1,134.86
2025-01-23,Twitter,Flight,SG,1.589,294.27,2469,81,2,90.6
2025-01-26,Baidu,Flight,JP,1.606,454.15,11383,348,11,444.48
2025-02-02,Naver,Flight,TW,1.587,468.57,10473,309,13,468.57
2025-02-07,Twitter,Vacation,TW,1.005,489.39,3076,77,5,96.11
2025-02-11,Naver,Flight,KR,1.668,155.83,1571,43,3,58.35
2025-03-01,Facebook,Flight,JP,1.399,188.68,5612,168,4,188.68
2025-01-01,Google,Hotel,JP,0.162,182.85,15136,308,24,56.48
2025-02-16,Google,Hotel,SG,0.872,112.93,10220,205,6,112.93
2025-02-16,Twitter,Flight,JP,1.829,492.04,9295,292,7,492.04
2025-02-16,Facebook,Flight,KR,1.532,223.54,11572,350,7,223.54
2025-02-13,Baidu,Hotel,TH,0.928,72.75,11050,234,7,72.75
2025-01-19,Naver,Flight,JP,0.638,61.89,11786,228,5,61.89
2025-01-29,Naver,Flight,JP,0.469,391.86,13870,268,8,93.97
2025-01-02,Baidu,Vacation,TW,0.677,118.35,7940,174,6,118.35
2025-02-03,Baidu,Hotel,SG,1.779,305.71,744,25,1,51.63
2025-01-14,Naver,Hotel,KR,0.47,78.14,19532,374,11,78.14
2025-02-14,Google,Vacation,TH,1.381,248.25,12705,451,15,248.25
2025-02-21,Google,Hotel,TW,1.746,175.09,3708,118,11,175.09
2025-01-14,Google,Hotel,TW,0.426,256.45,8413,172,5,53.62
2025-02-02,Google,Vacation,SG,1.018,103.46,17903,552,20,103.46
2025-02-02,Naver,Flight,TH,1.069,151.4,6865,195,7,151.4
2025-01-02,Baidu,Flight,TH,1.342,246.82,1919,54,2,61.34
2025-01-28,Google,Hotel,SG,1.556,384.8,15473,480,20,384.8
2025-02-21,Google,Hotel,KR,0.234,92.71,12128,230,7,58.64
2025-01-29,Facebook,Flight,SG,1.926,406.41,1309,36,0,85.51
2025-03-01,Facebook,Vacation,JP,1.364,455.53,4685,151,1,165.59
2025-01-14,Baidu,Flight,TW,1.277,228.35,3347,115,6,174.03
2025-01-13,Facebook,Hotel,SG,0.438,335.75,9931,217,6,104.78
2025-01-07,Facebook,Hotel,TW,1.679,163.55,7031,224,4,163.55
2025-01-08,Naver,Hotel,TW,1.979,281.73,13032,381,7,281.73
2025-02-26,Twitter,Hotel,TW,1.541,212.05,385,10,0,19.05
2025-02-16,Baidu,Flight,KR,0.986,102.96,6734,144,6,102.96
2025-01-09,Naver,Vacation,TH,1.799,257.85,13396,411,12,257.85
2025-02-18,Google,Flight,KR,1.214,220.23,2547,74,3,113.86
2025-02-26,Twitter,Vacation,TW,1.941,319.3,12616,430,12,319.3
2025-01-23,Google,Hotel,JP,1.816,219.45,19666,592,18,219.45
2025-01-12,Twitter,Vacation,TH,1.032,209.68,11021,346,9,209.68
2025-02-17,Naver,Hotel,JP,1.258,182.68,16282,527,13,182.68
2025-01-03,Facebook,Vacation,TH,1.671,128.94,5290,137,8,128.94
2025-02-06,Google,Flight,TH,0.35,435.28,10488,195,4,68.82
2025-02-03,Google,Hotel,KR,1.692,118.74,17552,490,24,118.74
2025-02-07,Baidu,Vacation,SG,0.791,160.3,10902,222,12,160.3
2025-01-17,Google,Vacation,SG,0.588,397.48,2865,58,2,34.46
2025-01-22,Naver,Hotel,KR,1.401,243.88,5198,171,6,223.95
2025-01-22,Twitter,Vacation,JP,0.562,142.68,19290,434,19,142.68
2025-01-08,Google,Vacation,TW,1.304,325.66,6125,219,5,325.66
2025-01-25,Twitter,Hotel,SG,1.277,336.14,15359,432,17,336.14
2025-01-04,Facebook,Hotel,KR,0.175,213.69,11750,237,12,38.28
2025-01-17,Baidu,Vacation,TW,1.895,214.56,16664,502,26,214.56
2025-02-03,Facebook,Hotel,KR,0.899,388.21,12180,274,9,282.7
2025-01-11,Baidu,Flight,JP,0.238,219.32,4080,81,4,22.01
2025-02-02,Baidu,Vacation,TW,1.239,267.42,9641,315,9,267.42
2025-01-04,Google,Vacation,TW,1.495,337.48,15791,478,31,337.48
2025-02-22,Google,Vacation,JP,0.224,102.5,5658,109,10,18.54
2025-01-13,Twitter,Vacation,TH,1.036,157.85,8933,278,8,157.85
2025-01-30,Naver,Vacation,SG,1.692,145.5,392,18,0,36.63
2025-02-09,Google,Vacation,KR,1.926,132.24,6758,214,6,132.24
2025-01-01,Twitter,Hotel,JP,0.516,220.07,4191,81,2,42.85
2025-01-26,Twitter,Vacation,TH,1.773,173.24,11588,328,7,173.24
2025-01-27,Baidu,Hotel,SG,0.868,52.73,16832,341,11,52.73
2025-02-26,Google,Vacation,TH,0.922,256.97,1508,20,1,22.14
2025-01-11,Naver,Vacation,KR,1.23,85.75,2468,82,3,73.78
2025-01-05,Twitter,Flight,KR,0.822,357.49,10186,193,2,157.39
2025-01-07,Twitter,Hotel,SG,1.736,183.86,15076,436,17,183.86
2025-02-09,Baidu,Flight,TW,1.469,423.12,16736,521,21,423.12
2025-01-17,Facebook,Hotel,SG,1.727,362.18,16596,483,15,362.18
2025-02-19,Twitter,Flight,TW,0.542,207.19,7859,166,3,108.9
2025-02-23,Twitter,Vacation,TW,1.117,130.53,2539,61,1,56.86
2025-02-26,Google,Hotel,KR,0.328,409.93,5923,117,5,38.49
2025-01-07,Baidu,Hotel,KR,1.01,414.44,1621,47,1,44.59
2025-01-05,Baidu,Flight,TW,0.252,276.87,18121,346,14,104.24
2025-01-25,Baidu,Vacation,TW,0.712,316.72,8862,167,7,124.98
2025-01-01,Google,Flight,SG,0.781,379.59,16129,318,15,272.81
2025-02-02,Facebook,Hotel,JP,0.692,457.57,11530,209,9,106.16
2025-01-28,Google,Hotel,TW,0.717,63.08,1627,26,2,17.26
2025-01-26,Google,Vacation,KR,0.254,324.04,5116,98,6,31.37
2025-01-08,Facebook,Vacation,JP,1.601,81.61,8347,267,12,81.61
2025-01-25,Twitter,Vacation,KR,0.863,80.19,4572,81,3,50.32
2025-01-13,Naver,Flight,SG,1.328,71.39,15976,423,11,71.39
2025-01-29,Naver,Hotel,TW,1.039,66.71,6093,181,6,66.71
2025-01-15,Google,Hotel,TH,0.493,147.08,16529,335,8,147.08
2025-02-22,Baidu,Vacation,TH,1.028,377.09,10947,337,18,377.09
2025-01-09,Facebook,Hotel,JP,0.698,459.49,16618,345,10,190.04
2025-02-02,Google,Flight,TH,1.446,213.79,19248,541,26,213.79
2025-02-11,Facebook,Flight,TH,1.588,78.05,13404,427,16,78.05
2025-02-20,Baidu,Hotel,TW,1.075,262.45,5709,188,8,221.33
2025-02-14,Google,Hotel,KR,1.914,200.5,13698,398,14,200.5
2025-01-16,Google,Flight,SG,1.289,266.76,8323,239,8,266.76
2025-02-23,Baidu,Hotel,TW,0.78,70.76,18380,366,14,70.76
2025-02-04,Google,Flight,JP,0.902,480.8,5252,96,3,77.3
2025-01-25,Baidu,Hotel,TW,0.513,214.55,3185,70,1,40.28
2025-01-24,Baidu,Flight,KR,0.482,59.43,11184,218,9,59.43
2025-02-16,Google,Vacation,TW,0.267,391.47,15814,289,9,54.85
2025-02-25,Facebook,Vacation,SG,0.199,245.26,7549,138,6,26.62
2025-01-07,Google,Vacation,SG,0.221,437.63,9132,159,7,31.03
2025-02-20,Baidu,Vacation,SG,0.594,116.01,6354,141,6,87.93
2025-02-20,Google,Hotel,TH,0.81,132.03,11507,236,11,132.03
2025-02-28,Naver,Hotel,KR,0.978,258.18,14752,320,8,258.18
2025-02-07,Naver,Hotel,SG,1.289,129.38,10206,325,11,129.38
2025-01-13,Naver,Vacation,KR,1.329,258.8,4055,101,3,126.44
2025-01-12,Naver,Hotel,SG,0.874,408.42,15796,304,7,263.39
2025-02-26,Facebook,Hotel,TH,0.85,376.79,15955,308,18,218.77
2025-01-04,Google,Hotel,SG,0.717,152.4,7692,129,4,68.45
2025-01-18,Twitter,Hotel,JP,0.464,327.2,1808,41,2,17.7
2025-01-02,Baidu,Hotel,TW,1.699,268.56,12933,395,23,268.56
2025-01-02,Facebook,Vacation,SG,0.768,156.97,3146,54,2,35.53
2025-02-01,Twitter,Flight,TH,1.68,67.71,18289,536,15,67.71
2025-01-20,Naver,Hotel,JP,0.904,290.66,1223,22,0,24.36
2025-01-13,Twitter,Hotel,SG,1.671,215.4,8473,256,6,215.4
2025-01-10,Google,Hotel,TH,1.881,160.34,7467,217,6,160.34
2025-02-14,Naver,Vacation,TH,0.398,179.45,7869,177,5,66.29
2025-01-27,Twitter,Flight,KR,0.665,334.09,14640,289,5,233.95
2025-01-24,Google,Hotel,TH,1.205,461.47,13101,402,12,403.38
2025-01-01,Baidu,Vacation,JP,1.467,230.18,3091,89,2,139.38
2025-01-29,Twitter,Flight,TW,1.282,305.29,5846,186,8,255.92
2025-01-28,Google,Flight,TW,1.645,130.43,10855,330,14,130.43
2025-01-10,Google,Flight,TW,0.926,327.08,2064,46,2,38.15
2025-01-08,Twitter,Flight,TW,0.255,238.9,1168,22,1,5.88
2025-01-12,Naver,Vacation,TW,0.911,468.04,694,10,0,11.73
2025-01-22,Baidu,Hotel,TH,0.545,312.64,619,12,0,8.0
2025-01-19,Baidu,Vacation,KR,0.22,479.65,4928,111,5,17.11
2025-02-04,Facebook,Vacation,TW,1.946,273.53,1510,41,1,62.59
2025-02-07,Naver,Flight,KR,1.496,121.79,13441,425,9,121.79
2025-02-10,Facebook,Flight,TH,1.652,99.68,4232,113,3,99.68
2025-02-08,Naver,Flight,TW,1.16,55.61,10107,293,10,55.61
2025-02-28,Baidu,Vacation,SG,0.449,324.89,19142,372,16,186.07
2025-01-16,Baidu,Hotel,JP,1.738,410.8,11798,369,11,410.8
2025-02-20,Google,Flight,SG,1.861,121.45,15719,438,18,121.45
2025-02-01,Twitter,Vacation,SG,0.845,456.34,16228,332,11,314.25
2025-03-01,Facebook,Vacation,SG,1.701,311.63,12193,341,4,311.63
2025-01-25,Twitter,Vacation,SG,1.089,490.2,14529,420,12,490.2
2025-03-01,Google,Flight,JP,1.234,394.91,1075,37,4,52.16
2025-02-20,Naver,Hotel,TW,1.931,113.15,4861,166,8,113.15
2025-02-22,Baidu,Vacation,JP,1.958,223.26,2091,54,2,117.93
2025-01-22,Naver,Vacation,KR,0.859,453.03,281,3,0,2.36
2025-01-28,Google,Hotel,SG,0.827,58.92,11561,241,10,58.92
2025-02-18,Naver,Flight,TH,1.299,341.58,17811,547,13,341.58
2025-02-16,Naver,Vacation,JP,1.9,66.02,8980,278,9,66.02
2025-02-11,Baidu,Vacation,SG,1.184,192.83,9989,260,10,192.83
2025-01-01,Facebook,Flight,TW,1.034,237.82,3958,107,6,124.1
2025-01-02,Google,Vacation,SG,0.459,198.77,7194,153,5,76.07
2025-02-05,Twitter,Vacation,JP,1.585,162.55,10473,329,7,162.55
2025-01-23,Google,Hotel,TH,1.666,495.56,13866,419,17,495.56
2025-02-27,Naver,Hotel,JP,1.302,327.51,16305,482,13,327.51
2025-01-27,Google,Vacation,TH,0.194,281.0,4426,80,1,11.87
2025-01-03,Twitter,Hotel,SG,1.165,371.66,2483,77,3,88.3
2025-01-13,Baidu,Flight,JP,0.309,381.77,6801,135,4,47.97
2025-02-04,Google,Vacation,TH,1.195,148.13,19441,559,23,148.13
2025-01-17,Naver,Flight,SG,1.824,312.64,14912,500,20,312.64
2025-01-31,Google,Hotel,JP,0.382,223.44,7534,130,1,52.25
2025-02-24,Twitter,Flight,TW,1.983,312.44,10285,327,8,312.44
2025-01-16,Naver,Flight,TH,0.104,136.02,6688,142,3,10.74
2025-01-22,Twitter,Vacation,TH,1.604,408.52,16417,508,13,408.52
2025-01-20,Naver,Vacation,TW,1.89,81.67,5649,197,4,81.67
2025-01-25,Baidu,Hotel,TH,1.716,190.85,4389,150,2,190.85
2025-01-09,Naver,Vacation,JP,0.514,193.37,2805,56,1,35.02
2025-02-08,Baidu,Hotel,TH,0.179,342.79,10653,215,14,47.13
2025-01-10,Facebook,Hotel,TH,1.775,387.4,13004,434,19,387.4
2025-01-02,Baidu,Hotel,JP,1.821,277.33,10898,320,7,277.33
2025-01-06,Baidu,Vacation,TH,1.117,324.57,5104,167,8,158.31
2025-01-05,Naver,Hotel,SG,0.122,66.65,1982,43,1,4.94
2025-02-06,Google,Hotel,TH,1.038,438.45,431,13,0,16.42
2025-02-05,Naver,Vacation,KR,1.908,257.29,14148,434,15,257.29
2025-02-20,Naver,Hotel,SG,0.306,315.66,18952,345,7,90.46
2025-01-20,Facebook,Flight,KR,0.795,70.75,3206,63,2,54.53
2025-01-24,Naver,Hotel,TW,0.178,441.09,2108,41,2,5.34
2025-01-14,Baidu,Flight,TH,1.349,460.5,14079,389,16,460.5
2025-02-27,Baidu,Vacation,TH,1.658,183.53,5835,184,6,183.53
2025-01-15,Twitter,Vacation,TH,1.818,144.65,4634,131,4,144.65
2025-01-27,Baidu,Flight,KR,1.987,132.82,12861,382,24,132.82
2025-02-16,Twitter,Hotel,TW,1.035,325.97,6124,176,5,158.72
2025-02-01,Naver,Vacation,SG,1.452,193.25,18777,567,10,193.25
2025-01-12,Facebook,Vacation,KR,0.185,378.88,14601,284,7,66.62
2025-02-22,Twitter,Hotel,TH,1.416,393.48,9860,296,9,350.44
2025-01-08,Facebook,Vacation,TW,0.596,336.16,16615,350,7,259.93
2025-02-02,Naver,Vacation,JP,0.501,397.17,8268,171,6,72.77
2025-01-26,Twitter,Vacation,TH,1.126,455.39,12136,367,10,386.45
2025-02-27,Baidu,Vacation,KR,0.482,452.49,9022,180,4,112.07
2025-03-01,Twitter,Vacation,KR,0.343,437.96,11002,216,4,89.1
2025-02-10,Facebook,Vacation,TH,1.557,421.23,944,26,0,42.5
2025-02-23,Naver,Vacation,TW,1.232,466.26,4289,125,1,124.32
2025-01-02,Facebook,Flight,KR,0.321,264.43,1213,26,0,5.86
2025-01-11,Baidu,Vacation,TH,1.263,113.66,9039,284,6,113.66
2025-02-28,Twitter,Flight,TW,1.238,93.97,12488,382,9,93.97
2025-02-20,Facebook,Vacation,JP,1.391,466.94,10803,341,8,466.94
2025-02-13,Facebook,Flight,SG,0.998,57.91,10706,213,6,57.91
2025-01-05,Baidu,Flight,SG,0.274,86.69,932,16,2,3.69
2025-01-05,Naver,Hotel,TH,0.582,406.38,7571,137,4,63.13
2025-01-28,Naver,Hotel,TW,1.319,331.65,4263,151,3,255.08
2025-01-05,Twitter,Vacation,JP,1.088,211.44,15338,478,18,211.44
2025-02-24,Naver,Flight,TH,1.749,69.16,1929,54,2,69.16
2025-01-28,Naver,Vacation,SG,1.947,444.61,5467,142,2,349.35
2025-01-19,Twitter,Flight,TW,1.17,392.71,248,13,0,19.44
2025-01-31,Naver,Vacation,TH,0.773,484.68,1822,46,3,35.82
2025-01-27,Twitter,Flight,SG,1.578,462.1,7368,222,4,371.78
2025-01-11,Twitter,Flight,TH,0.114,291.62,8411,161,9,15.2
2025-01-21,Google,Flight,SG,0.466,203.1,4594,104,6,51.62
2025-02-27,Google,Vacation,TW,0.743,361.55,1395,31,1,21.94
2025-02-21,Facebook,Hotel,JP,0.357,146.52,8250,161,4,42.74
2025-01-21,Baidu,Vacation,TH,1.625,118.9,4273,148,4,118.9
2025-02-02,Google,Vacation,SG,0.965,172.59,14899,305,11,172.59
2025-01-27,Naver,Vacation,KR,1.456,284.0,15810,490,15,284.0
2025-01-07,Google,Flight,JP,1.704,214.89,5172,152,3,214.89
2025-01-25,Google,Flight,TH,0.509,385.9,7216,157,2,102.64
2025-02-26,Baidu,Hotel,SG,1.184,265.89,10759,340,12,265.89
2025-01-31,Facebook,Vacation,SG,1.772,177.57,12106,369,6,177.57
2025-01-22,Naver,Hotel,TH,0.996,295.7,7967,166,4,129.87
2025-02-16,Naver,Hotel,KR,1.815,463.5,17532,493,14,463.5
2025-01-28,Naver,Flight,JP,1.222,238.91,738,30,1,26.29
2025-02-21,Twitter,Vacation,SG,0.956,448.35,2035,47,2,48.89
2025-01-27,Twitter,Flight,KR,1.898,104.94,15429,492,13,104.94
2025-02-26,Baidu,Vacation,TW,1.96,361.96,9819,306,9,361.96
2025-01-03,Naver,Flight,SG,1.092,342.95,11110,333,10,259.49
2025-01-10,Google,Hotel,KR,1.552,237.62,7899,234,12,237.62
2025-01-10,Facebook,Flight,TH,1.485,373.19,3130,87,2,97.17
2025-01-23,Baidu,Vacation,KR,1.907,457.07,17285,515,19,457.07
2025-02-08,Baidu,Hotel,TH,1.4,273.82,14494,423,12,273.82
2025-02-15,Baidu,Hotel,JP,0.797,198.5,7705,150,13,137.11
2025-02-20,Baidu,Vacation,KR,1.584,406.16,12632,368,11,406.16
2025-01-07,Twitter,Flight,KR,0.299,151.22,5453,101,4,26.0
2025-01-03,Facebook,Hotel,JP,0.339,192.59,1730,36,0,15.85
2025-02-09,Facebook,Vacation,SG,0.59,384.68,12659,247,8,136.44
2025-02-02,Facebook,Flight,TW,1.235,218.56,18289,546,23,218.56
2025-01-12,Twitter,Hotel,JP,0.179,290.27,10112,199,5,33.36
2025-02-26,Naver,Hotel,KR,0.559,438.02,6810,121,3,65.0
2025-01-05,Google,Hotel,TW,1.702,109.02,9864,308,9,109.02
2025-01-26,Facebook,Hotel,TW,0.46,51.99,5337,96,2,44.22
2025-01-31,Google,Hotel,SG,0.813,485.06,13299,266,15,195.23
2025-01-27,Facebook,Hotel,TH,0.819,138.96,19803,398,21,138.96
2025-01-17,Naver,Hotel,KR,1.88,482.4,1425,44,1,89.54
2025-02-26,Google,Vacation,JP,1.982,454.2,11765,366,16,454.2
2025-01-21,Facebook,Flight,KR,1.023,326.43,8121,270,8,225.61
2025-01-17,Naver,Flight,KR,1.359,196.96,11868,347,14,196.96
2025-01-04,Facebook,Vacation,SG,0.369,133.48,19501,410,14,133.48
2025-02-02,Google,Hotel,TH,1.442,498.37,19818,586,19,498.37
2025-02-16,Baidu,Hotel,TW,1.043,354.66,11988,350,12,304.1
2025-02-09,Google,Flight,KR,1.34,208.64,13238,412,15,208.64
2025-02-12,Twitter,Flight,SG,0.994,437.35,7162,145,2,154.16
2025-02-04,Twitter,Vacation,KR,0.159,399.52,19093,399,8,75.65
2025-02-01,Google,Vacation,TW,0.238,418.49,16976,335,6,98.75
2025-01-20,Google,Hotel,KR,1.145,378.53,18810,525,27,378.53
2025-01-16,Naver,Flight,SG,0.492,300.48,19785,372,7,224.35
2025-01-15,Google,Vacation,TH,1.346,166.56,11833,368,17,166.56
2025-02-17,Naver,Hotel,JP,0.91,434.29,17534,329,7,212.6
2025-02-03,Baidu,Flight,TW,1.651,477.98,10071,300,7,441.05
2025-02-02,Google,Hotel,TH,0.639,339.78,15290,354,11,198.16
2025-02-11,Twitter,Hotel,JP,1.323,64.35,8219,253,7,64.35
2025-02-02,Google,Hotel,TH,0.22,242.48,14602,298,13,51.54
2025-02-15,Twitter,Hotel,JP,0.925,354.8,1093,23,0,18.91
2025-02-19,Facebook,Hotel,TH,0.361,268.85,13502,282,7,80.09
2025-01-14,Baidu,Vacation,TH,1.925,204.45,16084,469,20,204.45
2025-02-15,Baidu,Flight,TH,0.495,115.19,14369,304,13,115.19
2025-01-07,Baidu,Hotel,KR,1.002,495.98,13075,362,12,407.45
2025-01-20,Baidu,Vacation,JP,0.798,354.49,19362,386,17,270.67
2025-02-23,Baidu,Hotel,JP,0.387,479.17,18174,360,11,131.75
2025-02-25,Twitter,Hotel,TH,1.838,395.28,19375,573,22,395.28
2025-02-11,Baidu,Flight,JP,1.1,442.16,7887,234,12,254.82
2025-01-02,Baidu,Vacation,KR,1.298,362.91,7515,214,17,296.49
2025-01-28,Baidu,Vacation,JP,1.645,149.82,3738,104,4,149.82
2025-02-08,Naver,Vacation,JP,1.673,439.59,2305,63,2,73.96
2025-01-16,Google,Vacation,KR,0.439,403.6,13433,259,8,86.11
2025-01-20,Twitter,Vacation,SG,1.043,286.68,1042,40,2,43.34
2025-02-22,Twitter,Hotel,TW,0.835,62.71,18981,367,9,62.71
2025-01-07,Google,Vacation,SG,0.669,359.87,7203,141,3,78.96
2025-02-25,Baidu,Vacation,SG,1.701,267.95,19225,586,22,267.95
2025-01-10,Baidu,Vacation,JP,1.448,404.03,19935,564,21,404.03
2025-02-12,Baidu,Vacation,TH,0.393,470.11,1245,29,1,8.21
2025-01-26,Twitter,Hotel,TW,1.343,209.06,9984,330,6,209.06
2025-01-06,Naver,Vacation,JP,0.255,378.03,4918,114,6,25.11
2025-02-21,Facebook,Hotel,TW,0.819,446.25,4933,98,3,91.57
2025-02-09,Naver,Flight,KR,1.604,196.42,12603,377,11,196.42
2025-01-14,Google,Flight,KR,1.925,127.73,19646,584,16,127.73
2025-01-16,Baidu,Flight,KR,0.416,68.81,12475,255,12,68.81
2025-02-01,Google,Vacation,JP,0.512,327.75,18068,336,16,136.31
2025-03-01,Baidu,Flight,KR,1.138,80.55,12841,350,12,80.55
2025-01-25,Baidu,Flight,JP,0.563,310.32,15062,315,14,137.84
2025-01-18,Facebook,Flight,JP,0.345,293.82,14496,277,10,90.66
2025-01-30,Facebook,Hotel,SG,1.692,79.7,17161,469,14,79.7
2025-01-28,Facebook,Hotel,TH,1.298,263.23,12940,396,20,263.23
2025-01-03,Twitter,Flight,TH,0.495,203.84,9439,180,10,113.89
2025-02-07,Baidu,Hotel,SG,1.758,167.62,13387,380,14,167.62
2025-02-20,Twitter,Vacation,TW,1.808,239.28,12117,392,17,239.28
2025-02-11,Twitter,Hotel,TW,0.383,65.7,8872,178,5,48.45
2025-02-23,Google,Hotel,TW,1.203,227.33,15086,454,19,227.33
2025-02-25,Baidu,Flight,TH,1.554,349.78,8452,283,9,349.78
2025-02-02,Naver,Hotel,JP,1.919,461.05,9697,316,10,461.05
2025-01-24,Facebook,Flight,JP,1.366,232.56,19788,628,13,232.56
2025-02-22,Facebook,Hotel,JP,1.64,171.7,14885,468,13,171.7
2025-02-05,Baidu,Flight,JP,0.676,358.0,15060,292,9,178.37
2025-01-21,Baidu,Flight,JP,1.462,159.35,3204,102,10,105.21
2025-01-24,Baidu,Vacation,TH,0.532,162.96,12629,233,15,120.59
2025-01-06,Naver,Hotel,TH,0.122,388.13,10512,238,6,21.34
2025-01-06,Facebook,Hotel,TH,0.255,396.49,12661,230,9,60.18
2025-01-22,Google,Vacation,KR,0.693,339.29,18769,346,11,267.99
2025-01-16,Google,Flight,JP,0.772,302.76,8557,172,4,109.37
2025-01-18,Facebook,Hotel,TW,0.811,302.23,19170,363,13,277.77
2025-01-07,Twitter,Flight,KR,0.559,246.12,6488,136,7,73.1
2025-02-12,Facebook,Hotel,TH,0.116,104.54,4587,91,2,13.18
2025-01-16,Naver,Flight,JP,1.606,256.09,17627,507,16,256.09
2025-01-03,Twitter,Flight,SG,1.847,193.21,8632,258,8,193.21
2025-02-23,Facebook,Flight,JP,1.621,260.25,18956,568,13,260.25
2025-01-13,Facebook,Vacation,JP,1.156,242.21,9280,270,7,242.21
2025-01-31,Twitter,Flight,JP,1.929,79.33,14963,487,15,79.33
2025-01-03,Naver,Flight,SG,0.79,456.97,10952,215,10,166.49
2025-02-09,Naver,Vacation,TH,0.234,279.43,18218,374,12,84.86
2025-01-31,Twitter,Hotel,JP,1.29,60.79,7921,233,10,60.79
2025-01-15,Google,Hotel,SG,1.303,216.09,18830,546,26,216.09
2025-02-25,Google,Vacation,SG,1.335,427.2,4642,158,10,167.97
2025-01-11,Baidu,Hotel,SG,0.27,325.33,17453,355,16,115.37
2025-02-13,Twitter,Hotel,TW,1.362,313.59,3890,112,4,107.45
2025-02-27,Facebook,Hotel,TW,1.116,275.39,5009,157,4,142.23
2025-01-31,Baidu,Hotel,SG,1.601,278.73,3152,105,6,149.44
2025-01-13,Baidu,Hotel,SG,0.611,300.4,5895,122,8,89.36
2025-02-19,Twitter,Hotel,SG,0.258,420.6,5259,109,5,36.02
2025-02-02,Google,Hotel,TH,1.384,164.92,19211,562,24,164.92
2025-02-09,Baidu,Flight,JP,0.842,407.67,11734,261,16,201.42
2025-02-02,Facebook,Vacation,JP,0.362,490.47,6389,130,8,50.65
2025-02-15,Google,Hotel,KR,0.318,400.89,16237,308,14,102.37
2025-01-03,Twitter,Hotel,JP,1.781,226.6,4815,127,5,226.6
2025-02-08,Facebook,Vacation,KR,1.216,235.52,2528,76,2,104.14
2025-01-19,Baidu,Flight,TH,0.896,126.01,11503,228,6,126.01
2025-01-19,Naver,Hotel,TW,1.461,196.99,4596,133,3,196.99
2025-01-30,Naver,Vacation,TH,1.555,304.53,13082,406,8,304.53
2025-02-19,Twitter,Hotel,KR,1.79,475.55,16058,508,12,475.55
2025-02-26,Baidu,Flight,SG,1.026,214.34,15261,435,23,214.34
2025-01-23,Naver,Hotel,SG,0.839,200.87,10588,212,7,200.87
2025-01-22,Facebook,Flight,TW,0.437,271.44,3969,87,3,34.28
2025-01-13,Facebook,Hotel,SG,0.875,302.26,5491,107,5,82.2
2025-01-06,Naver,Hotel,TW,1.849,229.47,11336,313,13,229.47
2025-01-19,Baidu,Flight,JP,1.54,372.26,16934,498,20,372.26
2025-01-24,Baidu,Hotel,JP,0.528,465.97,10067,213,10,91.51
2025-01-25,Baidu,Vacation,JP,0.188,385.11,15413,276,8,41.36
2025-02-17,Baidu,Flight,JP,0.918,348.55,8621,147,4,167.09
2025-02-21,Twitter,Flight,KR,1.792,193.42,18817,595,21,193.42
2025-02-20,Naver,Flight,SG,0.257,133.83,5841,112,2,27.21
2025-01-08,Facebook,Hotel,KR,1.337,315.62,3122,87,1,130.68
2025-01-30,Twitter,Vacation,SG,0.121,439.19,8838,171,6,19.65
2025-01-08,Facebook,Vacation,SG,0.426,447.71,10043,205,6,107.79
2025-01-08,Naver,Flight,TH,1.698,407.76,15066,481,17,407.76
2025-01-06,Baidu,Hotel,TH,1.76,94.99,10475,294,11,94.99
2025-02-03,Naver,Hotel,JP,1.336,87.81,1961,53,1,59.76
2025-01-02,Facebook,Vacation,JP,1.234,480.56,10674,334,8,480.56
2025-02-02,Facebook,Vacation,TW,0.521,493.58,14448,281,14,180.19
2025-02-09,Baidu,Hotel,JP,0.305,64.67,7129,134,2,53.0
2025-01-13,Naver,Flight,TH,0.944,343.03,19334,363,9,311.73
2025-02-08,Google,Flight,JP,1.764,277.07,13959,422,15,277.07
2025-02-10,Facebook,Vacation,TW,1.324,474.41,10081,289,7,474.41
2025-01-11,Baidu,Flight,KR,1.08,83.49,2829,80,3,83.49
2025-01-10,Twitter,Flight,TH,1.981,252.86,12832,388,9,252.86
2025-01-04,Twitter,Hotel,TH,1.381,333.4,11573,332,7,333.4
2025-01-03,Google,Flight,TW,1.404,340.7,3976,121,4,158.06
2025-02-21,Naver,Vacation,JP,1.93,482.02,9769,301,9,482.02
2025-01-11,Naver,Vacation,KR,0.403,69.29,19881,359,14,69.29
2025-02-06,Facebook,Flight,TH,1.898,71.46,5573,165,5,71.46
2025-01-20,Google,Vacation,JP,0.813,369.99,1822,36,2,36.71
2025-02-26,Naver,Vacation,TW,1.523,459.77,10857,343,10,459.77
2025-02-09,Twitter,Hotel,TH,0.499,201.31,10214,207,6,117.57
2025-01-24,Facebook,Vacation,TW,0.556,158.41,12207,244,4,148.89
2025-01-03,Google,Flight,SG,1.144,377.76,5701,178,8,154.81
